cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange,pool_type,tkn0_weight,tkn1_weight,tkn2_address,tkn2_decimals,tkn2_symbol,tkn2_balance,tkn2_weight,tkn3_address,tkn3_decimals,tkn3_symbol,tkn3_balance,tkn3_weight,tkn4_address,tkn4_decimals,tkn4_symbol,tkn4_balance,tkn4_weight,tkn5_address,tkn5_decimals,tkn5_symbol,tkn5_balance,tkn5_weight,tkn6_address,tkn6_decimals,tkn6_symbol,tkn6_balance,tkn6_weight,tkn7_address,tkn7_decimals,tkn7_symbol,tkn7_balance,tkn7_weight
0x6a263714ca71E812daf5Afb1CFcF6573dC807819,,6694686,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9E457f4e3b0c7E8922F7Fc20d765e0A82Aec8BA1,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9E457f4e3b0c7E8922F7Fc20d765e0A82Aec8BA1,sushiswap_v2,0.003,3e-09,0x6a263714ca71E812daf5Afb1CFcF6573dC807819,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x9E457f4e3b0c7E8922F7Fc20d765e0A82Aec8BA1,18,9,3,WFTM,SCREAM,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x35b2cF5C15E939433dA7a5671498E1092D3E410D,,6699528,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x89Fe6D160e8Ef08b5934C5b47f22b82bC2aC523a,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x89Fe6D160e8Ef08b5934C5b47f22b82bC2aC523a,sushiswap_v2,0.003,3e-09,0x35b2cF5C15E939433dA7a5671498E1092D3E410D,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x89Fe6D160e8Ef08b5934C5b47f22b82bC2aC523a,18,9,3,WFTM,MFAN,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x9C49E79f2684B8Dc7C076ceb0b4c4d032B826BBE,,6703414,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xa3240cdaB14F502Bae3953867b2655D0d4f42809,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xa3240cdaB14F502Bae3953867b2655D0d4f42809,sushiswap_v2,0.003,3e-09,0x9C49E79f2684B8Dc7C076ceb0b4c4d032B826BBE,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xa3240cdaB14F502Bae3953867b2655D0d4f42809,18,9,3,WFTM,SMRAT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x50576Ed9D94cF934Bc32abf76e08EC6DdCd54BF0,,6712935,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,sushiswap_v2,0.003,3e-09,0x50576Ed9D94cF934Bc32abf76e08EC6DdCd54BF0,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,18,18,3,WFTM,ELITE,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x1Bc4801F9d90EF024A83f2aAF080CC10b5fd28B5,,6721772,sushiswap_v2 0x15f4C4480D05Fb0ccFa11eC9259f18AB5D865BB8/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x15f4C4480D05Fb0ccFa11eC9259f18AB5D865BB8/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,sushiswap_v2,0.003,3e-09,0x1Bc4801F9d90EF024A83f2aAF080CC10b5fd28B5,,0x15f4C4480D05Fb0ccFa11eC9259f18AB5D865BB8,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,18,18,3,FRANK,WFTM,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x6E32596c888085eFf6Eb4C3eA6F9461f0d634b72,,6728899,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x97d3297cF0B94Ac3A563B0fA97bF776C13e20246,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x97d3297cF0B94Ac3A563B0fA97bF776C13e20246,sushiswap_v2,0.003,3e-09,0x6E32596c888085eFf6Eb4C3eA6F9461f0d634b72,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x97d3297cF0B94Ac3A563B0fA97bF776C13e20246,18,18,3,WFTM,CELR,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0218bc593AcFAfBAD1765DBEDE6d9BAE94364EeE,,6729251,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x7Ea66B28263b75E5825FEf5e01F1D31f90fcB03c,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x7Ea66B28263b75E5825FEf5e01F1D31f90fcB03c,sushiswap_v2,0.003,3e-09,0x0218bc593AcFAfBAD1765DBEDE6d9BAE94364EeE,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7Ea66B28263b75E5825FEf5e01F1D31f90fcB03c,18,18,3,WFTM,AQUT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x8b640477F929a2eddf03EfaA572f2C2334794477,,6729281,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x863fBC71aa1BD1a1ABA6C109Ca59a7bF473be602,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x863fBC71aa1BD1a1ABA6C109Ca59a7bF473be602,sushiswap_v2,0.003,3e-09,0x8b640477F929a2eddf03EfaA572f2C2334794477,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x863fBC71aa1BD1a1ABA6C109Ca59a7bF473be602,18,18,3,WFTM,AUSDT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xB58566D2Cb7C7c91F4c6F8660951a46b691145a3,,6730709,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xD7861666ECC3C23aCE4f675e1e341cc4737Bb271,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xD7861666ECC3C23aCE4f675e1e341cc4737Bb271,sushiswap_v2,0.003,3e-09,0xB58566D2Cb7C7c91F4c6F8660951a46b691145a3,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xD7861666ECC3C23aCE4f675e1e341cc4737Bb271,18,9,3,WFTM,SRAT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xfFBa4BC92E93196cadE863960533d52874dF0504,,6733403,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9DbFB695e7Db37227f7de4a12292482FAA3B05BD,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9DbFB695e7Db37227f7de4a12292482FAA3B05BD,sushiswap_v2,0.003,3e-09,0xfFBa4BC92E93196cadE863960533d52874dF0504,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x9DbFB695e7Db37227f7de4a12292482FAA3B05BD,18,18,3,WFTM,AQUT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xb11f94f82d60369072778c322C25c11d1919e71E,,6733418,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xF38eE6da4181177DcB376f944BaAE962F6DF08ca,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xF38eE6da4181177DcB376f944BaAE962F6DF08ca,sushiswap_v2,0.003,3e-09,0xb11f94f82d60369072778c322C25c11d1919e71E,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xF38eE6da4181177DcB376f944BaAE962F6DF08ca,18,18,3,WFTM,AUSDT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xdE1F2F4259F044176b03e98D924610e5cCA595E1,,6761354,sushiswap_v2 0x10b620b2dbAC4Faa7D7FFD71Da486f5D44cd86f9/0xAd84341756Bf337f5a0164515b1f6F993D194E1f,0x10b620b2dbAC4Faa7D7FFD71Da486f5D44cd86f9/0xAd84341756Bf337f5a0164515b1f6F993D194E1f,sushiswap_v2,0.003,3e-09,0xdE1F2F4259F044176b03e98D924610e5cCA595E1,,0x10b620b2dbAC4Faa7D7FFD71Da486f5D44cd86f9,0xAd84341756Bf337f5a0164515b1f6F993D194E1f,18,18,3,LQDR,FUSD,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x4D87a740992830D8e57424657A3E16aAd2023056,,6773739,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x7Bb8A26334041bD2390A0AB148acf7fEEF822573,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x7Bb8A26334041bD2390A0AB148acf7fEEF822573,sushiswap_v2,0.003,3e-09,0x4D87a740992830D8e57424657A3E16aAd2023056,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7Bb8A26334041bD2390A0AB148acf7fEEF822573,18,18,3,WFTM,AQUT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x16D5eBB7178999D029FfaED07546FDCcEA72089E,,6827789,sushiswap_v2 0x00471A2268BE28A2c8EEF11A39E69427CeC01744/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x00471A2268BE28A2c8EEF11A39E69427CeC01744/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,sushiswap_v2,0.003,3e-09,0x16D5eBB7178999D029FfaED07546FDCcEA72089E,,0x00471A2268BE28A2c8EEF11A39E69427CeC01744,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,9,18,3,T1,WFTM,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x06eE0e1166dAf465a0b02Cdd86A99715AcAbB113,,6837404,sushiswap_v2 0x1593C91A13d6ffB86E528468c7ee323A34c26dB8/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x1593C91A13d6ffB86E528468c7ee323A34c26dB8/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,sushiswap_v2,0.003,3e-09,0x06eE0e1166dAf465a0b02Cdd86A99715AcAbB113,,0x1593C91A13d6ffB86E528468c7ee323A34c26dB8,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,18,18,3,AQUT,WFTM,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xD87d6e7ACFe1443C28367E718dae28A12904a05F,,6837416,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x646f785d325412FAeb7c5D96E10390D611b2Cfe8,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x646f785d325412FAeb7c5D96E10390D611b2Cfe8,sushiswap_v2,0.003,3e-09,0xD87d6e7ACFe1443C28367E718dae28A12904a05F,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x646f785d325412FAeb7c5D96E10390D611b2Cfe8,18,18,3,WFTM,AUSDT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x32196F40564A07cd8d1dE1f52B87A9D7501a009F,,6847595,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xC2aCd42DD80234d2C394407b4276776E8bB2D4FF,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xC2aCd42DD80234d2C394407b4276776E8bB2D4FF,sushiswap_v2,0.003,3e-09,0x32196F40564A07cd8d1dE1f52B87A9D7501a009F,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xC2aCd42DD80234d2C394407b4276776E8bB2D4FF,18,18,3,WFTM,FTT,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x3719A9c5E970F04cBaCAcA63702823413b48F965,,6889503,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xD1E30d5754EeB1Ff300Eea5d6fa25F4fC1D52795,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xD1E30d5754EeB1Ff300Eea5d6fa25F4fC1D52795,sushiswap_v2,0.003,3e-09,0x3719A9c5E970F04cBaCAcA63702823413b48F965,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xD1E30d5754EeB1Ff300Eea5d6fa25F4fC1D52795,18,5,3,WFTM,BBSHRK,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x8a652a72c6bFeDE626F7cfdea87e55aBD1712f87,,6891365,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x63132681DA51bF379071fB41391BEDEEcF7d2e31,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x63132681DA51bF379071fB41391BEDEEcF7d2e31,sushiswap_v2,0.003,3e-09,0x8a652a72c6bFeDE626F7cfdea87e55aBD1712f87,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x63132681DA51bF379071fB41391BEDEEcF7d2e31,18,10,3,WFTM,DOGEx15,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xd8DDb0e6e996cF42922fD842790E245deDB1A928,,6892119,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9A31fBAb228c1221EadC7fdf755F1D345Bb0B89c,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9A31fBAb228c1221EadC7fdf755F1D345Bb0B89c,sushiswap_v2,0.003,3e-09,0xd8DDb0e6e996cF42922fD842790E245deDB1A928,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x9A31fBAb228c1221EadC7fdf755F1D345Bb0B89c,18,10,3,WFTM,TOMB,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x1DFcDdF675038EAd27F1D75B435B5B05BA825E9A,,6926450,sushiswap_v2 0x04068DA6C83AFCFA0e13ba15A6696662335D5B75/0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75/0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,sushiswap_v2,0.003,3e-09,0x1DFcDdF675038EAd27F1D75B435B5B05BA825E9A,,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,6,18,3,USDC,ELITE,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x24FB2B2863B6444f34B229e707be246725b043Db,,6938961,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x2a6E96Ea5F6989f3700f517d55FDc7AD867a1E63,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x2a6E96Ea5F6989f3700f517d55FDc7AD867a1E63,sushiswap_v2,0.003,3e-09,0x24FB2B2863B6444f34B229e707be246725b043Db,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x2a6E96Ea5F6989f3700f517d55FDc7AD867a1E63,18,18,3,WFTM,LASTMOON,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x2388CE3a858c4bB410C4b7541Fab38028b2BE8c5,,7115954,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9dde26714f977E8Fda12D2ed60F13A79825f2fA4,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9dde26714f977E8Fda12D2ed60F13A79825f2fA4,sushiswap_v2,0.003,3e-09,0x2388CE3a858c4bB410C4b7541Fab38028b2BE8c5,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x9dde26714f977E8Fda12D2ed60F13A79825f2fA4,18,8,3,WFTM,PIECE,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x21452dDeff93d5205e7477187802D7a8D4BAbEC1,,7137962,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x386A8E78dcC74d877C23d89DAEE49d2D8Fe20fC6,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x386A8E78dcC74d877C23d89DAEE49d2D8Fe20fC6,sushiswap_v2,0.003,3e-09,0x21452dDeff93d5205e7477187802D7a8D4BAbEC1,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x386A8E78dcC74d877C23d89DAEE49d2D8Fe20fC6,18,9,3,WFTM,ZOO,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x6Bf1D8677672FA78e34282a7DC284B5DBF8ec664,,7158504,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x66b5666b2b9ad101fC6D3784f995bbf461970Ede,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x66b5666b2b9ad101fC6D3784f995bbf461970Ede,sushiswap_v2,0.003,3e-09,0x6Bf1D8677672FA78e34282a7DC284B5DBF8ec664,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x66b5666b2b9ad101fC6D3784f995bbf461970Ede,18,9,3,WFTM,IODN,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xC25ce4d2884200957edb71D82a7b63a55dc87Cf1,,7220768,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xAFD871f684F21Ab9D7137608C71808f83D75e6fc,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xAFD871f684F21Ab9D7137608C71808f83D75e6fc,sushiswap_v2,0.003,3e-09,0xC25ce4d2884200957edb71D82a7b63a55dc87Cf1,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xAFD871f684F21Ab9D7137608C71808f83D75e6fc,18,11,3,WFTM,ODEN,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x6D65508E96971f584353a0B844505b646e553b13,,7227659,sushiswap_v2 0x1d45eD740Dc390B4657944Ac3e9675C53121b3d8/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x1d45eD740Dc390B4657944Ac3e9675C53121b3d8/0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,sushiswap_v2,0.003,3e-09,0x6D65508E96971f584353a0B844505b646e553b13,,0x1d45eD740Dc390B4657944Ac3e9675C53121b3d8,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,18,18,3,AQU Test,WFTM,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xbE3E4eAf70F7b2fdbE53E79D4Ca3A206ED46d465,,7227674,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xecdb9B6fcc349A30525605B42B90aC03A63F25A9,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xecdb9B6fcc349A30525605B42B90aC03A63F25A9,sushiswap_v2,0.003,3e-09,0xbE3E4eAf70F7b2fdbE53E79D4Ca3A206ED46d465,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xecdb9B6fcc349A30525605B42B90aC03A63F25A9,18,18,3,WFTM,aUSD Test,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xBB76fa834DBF16c7e1D8963cd076c4F56656eBFA,,7229706,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x7722051111b849049DF7f469cAf19C164f9a890b,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x7722051111b849049DF7f469cAf19C164f9a890b,sushiswap_v2,0.003,3e-09,0xBB76fa834DBF16c7e1D8963cd076c4F56656eBFA,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7722051111b849049DF7f469cAf19C164f9a890b,18,18,3,WFTM,AQU Test,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xd199c90c899f6f303EeA7d75D425acf45E685501,,7229724,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x8DB86cEAC22189CeFfeC879155720901CDaDDF9A,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x8DB86cEAC22189CeFfeC879155720901CDaDDF9A,sushiswap_v2,0.003,3e-09,0xd199c90c899f6f303EeA7d75D425acf45E685501,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x8DB86cEAC22189CeFfeC879155720901CDaDDF9A,18,18,3,WFTM,aUSD Test,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xC627800Ba07AE5E087F7fd2ebD4b872F56C513c6,,7287586,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x6E922b4c1ec880EedcC15Dc5243b79A25E1D51BC,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x6E922b4c1ec880EedcC15Dc5243b79A25E1D51BC,sushiswap_v2,0.003,3e-09,0xC627800Ba07AE5E087F7fd2ebD4b872F56C513c6,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x6E922b4c1ec880EedcC15Dc5243b79A25E1D51BC,18,9,3,WFTM, FOO ,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x1e9256998D68D8b45904c926d3ba84733CbBF0a0,,7297582,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xa0Bb73f5f91A33C12E0E1375858207eA4f46F91b,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xa0Bb73f5f91A33C12E0E1375858207eA4f46F91b,sushiswap_v2,0.003,3e-09,0x1e9256998D68D8b45904c926d3ba84733CbBF0a0,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xa0Bb73f5f91A33C12E0E1375858207eA4f46F91b,18,9,3,WFTM,MFAN,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xb1da0f4AdB9037477A4C87DD0CB8b2Af00B771D8,,7341239,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x43cF4f842180580F7F92237d759e04321c324bA7,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x43cF4f842180580F7F92237d759e04321c324bA7,sushiswap_v2,0.003,3e-09,0xb1da0f4AdB9037477A4C87DD0CB8b2Af00B771D8,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x43cF4f842180580F7F92237d759e04321c324bA7,18,9,3,WFTM, Soul ,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x76d7AFb78759722CAF514562723C03D4E890D3b7,,7345425,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A,sushiswap_v2,0.003,3e-09,0x76d7AFb78759722CAF514562723C03D4E890D3b7,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A,18,9,3,WFTM,Doggi,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x5A5190288d31808495Cfe9e581D15a0D54F42463,,7346198,sushiswap_v2 0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A/0xAd84341756Bf337f5a0164515b1f6F993D194E1f,0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A/0xAd84341756Bf337f5a0164515b1f6F993D194E1f,sushiswap_v2,0.003,3e-09,0x5A5190288d31808495Cfe9e581D15a0D54F42463,,0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A,0xAd84341756Bf337f5a0164515b1f6F993D194E1f,9,18,3,Doggi,FUSD,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x6Bd4E002C8e5E0a7e13d132878c339895411e1c8,,7347096,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xDF94f2F2F8EB62b20CCB8b460B76CE5acF7C8635,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0xDF94f2F2F8EB62b20CCB8b460B76CE5acF7C8635,sushiswap_v2,0.003,3e-09,0x6Bd4E002C8e5E0a7e13d132878c339895411e1c8,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xDF94f2F2F8EB62b20CCB8b460B76CE5acF7C8635,18,9,3,WFTM,HOWL,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xD9D4D02a4cbB58a4b783003877FA9dc375FA414a,,7349026,sushiswap_v2 0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A/0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A/0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,sushiswap_v2,0.003,3e-09,0xD9D4D02a4cbB58a4b783003877FA9dc375FA414a,,0x94C5e4ea91b2cc1469C2B6d9C35f2a924e69e94A,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,9,18,3,Doggi,SUSHI,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x03384bcB6D61A1D08E98E0cD6a7d8974a9F62B1d,,7371305,sushiswap_v2 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9AA8db0FF82115A71f57BCc3E8fF55e049AB9a55,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83/0x9AA8db0FF82115A71f57BCc3E8fF55e049AB9a55,sushiswap_v2,0.003,3e-09,0x03384bcB6D61A1D08E98E0cD6a7d8974a9F62B1d,,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x9AA8db0FF82115A71f57BCc3E8fF55e049AB9a55,18,18,3,WFTM,FREE,0,0,0,,,,,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
